country,country_name,year,inflation_cpi_pct,interest_rate_pct,exports_pct_gdp,imports_pct_gdp,gdp_current_usd,gdp_growth_pct,unemployment_rate_pct
BR,Brazil,2016-01-01,8.73914352329393,40.6983614299632,12.4666790428125,12.0670030342632,1795693265999.04,-3.2759169063211,11.58
BR,Brazil,2017-01-01,3.44637335032669,41.7138078837268,12.5189678705014,11.800766503667,2063514688805.78,1.32286905390815,12.792
BR,Brazil,2018-01-01,3.66485028376729,33.1023342525489,14.6349994958796,14.2412038802734,1916933708352.71,1.78366676137003,12.329
BR,Brazil,2019-01-01,3.73297621216894,31.9030727574424,14.1229191909095,14.7673386788259,1873288158838.63,1.22077782271943,11.936
BR,Brazil,2020-01-01,3.21176803803376,21.1971796693451,16.4535520099709,15.8485265343782,1476107292151.95,-3.27675879612903,13.697
BR,Brazil,2021-01-01,8.30165975585673,15.0108849846562,19.1094303686964,18.5469003905612,1670647464062.96,4.7626043797061,13.158
BR,Brazil,2022-01-01,9.28010608956873,28.3960928180404,19.6307650034838,19.1853009729483,1951923832083.87,3.01669435408112,9.231
BR,Brazil,2023-01-01,4.59356282283204,36.554470620355,17.9693243032658,15.6969055268626,2191131869706.02,3.24165532813583,7.947
BR,Brazil,2024-01-01,4.36746407652337,34.7285151444461,17.9385794398128,17.6459444987261,2185821648943.86,3.41931516597739,6.801
CA,Canada,2000-01-01,2.71943995691976,2.77523978507557,44.209235821106,38.5561220292153,744773415931.587,5.1385391803606,6.829
CA,Canada,2001-01-01,2.52512013979906,4.17315129465872,42.0399550909321,36.3042633034376,738981792355.372,1.87509810696022,7.219
CA,Canada,2002-01-01,2.25839440940855,2.91416358806175,40.0586585930818,35.6483734848415,760649334098.005,2.99925535017809,7.665
CA,Canada,2003-01-01,2.75856321360112,1.39251006593115,36.8659851985508,32.9741094185099,895540646634.787,1.80638512302554,7.574
CA,Canada,2004-01-01,1.85725871857256,0.715785255573854,37.3277713060483,32.864648684908,1026690238278.25,3.09236384292251,7.185
CA,Canada,2005-01-01,2.21355203439767,1.26073562439765,36.8567073235071,32.9024256932286,1173108598778.68,3.21045439063563,6.758
CA,Canada,2006-01-01,2.00202539534161,3.16108200746548,35.4024592168513,32.6497052601475,1319264809590.97,2.63794375007348,6.484
CA,Canada,2007-01-01,2.13838399266837,2.71404282733284,34.229555163977,32.0538645842577,1468820407783.26,2.04990463726786,6.156
CA,Canada,2008-01-01,2.37027067444299,0.704688614980782,34.3950055520687,32.6286028098296,1552989690721.65,0.995406301140747,6.284
CA,Canada,2009-01-01,0.299466803009299,4.83312174515317,28.5158343165743,29.9585575059154,1374625142157.29,-2.91508621550267,8.46
CA,Canada,2010-01-01,1.77687154092627,-0.237699919212503,29.1673819330319,31.0407395714164,1617343367486.26,3.09080634469335,8.178
CA,Canada,2011-01-01,2.91213508872351,-0.236773145019819,30.6783919173107,31.8203468535221,1793326630174.52,3.13719442170364,7.637
CA,Canada,2012-01-01,1.51567823124517,1.76011030499221,30.3530255225878,32.2425234169127,1828366481521.6,1.75566129145483,7.392
CA,Canada,2013-01-01,0.938291897815317,1.23771666507039,30.3319386683867,31.8991362329537,1846597421834.98,2.32581354806429,7.143
CA,Canada,2014-01-01,1.90663590717861,1.03863897928326,31.7365758733408,32.6420862831515,1805749878439.94,2.87346677785811,7.023
CA,Canada,2015-01-01,1.12524136094277,3.6745334582912,31.8499609634443,34.3149411035338,1556508816217.14,0.649971001734855,6.945
CA,Canada,2016-01-01,1.42875954701085,1.96890522906262,31.5025724093362,33.8611121122194,1527994741907.43,1.03855092490855,7.038
CA,Canada,2017-01-01,1.59688412852977,0.125752246427379,31.4544101509781,33.6466506994867,1649265644244.09,3.03383491200222,6.426
CN,China,2000-01-01,0.347811226864587,3.67308868578273,20.681599363293,18.3293431142068,1223754919971.05,8.58643201808462,3.26
CN,China,2001-01-01,0.719125609120114,3.55921916796861,20.0776873829946,18.0049595688389,1355036590251.52,8.31263887091522,3.8
CN,China,2002-01-01,-0.731970902350244,4.6374989735253,22.3518233715808,19.8426189671605,1489821682050.54,9.24339326638321,4.24
CN,China,2003-01-01,1.12760348729637,2.59864630092319,26.6023738514511,24.4751062787292,1683903309843.85,10.1181928640117,4.58
CN,China,2004-01-01,3.82463743108159,-1.31805746144017,30.6097162464404,28.0306177944035,1984196551300.44,10.1314073631003,4.49
CN,China,2005-01-01,1.77641407667571,1.76511318953532,33.3687977498922,27.9912771909315,2317551298052.05,11.458238455067,4.52
CN,China,2006-01-01,1.6494309945586,2.01937450123308,35.5268468681701,28.0427329939926,2791498472804.33,12.6746751655235,4.43
CN,China,2007-01-01,4.81676767378834,-0.411124456133464,34.9066956194649,26.3597683811527,3604055822571.63,14.1499854947127,4.35
CN,China,2008-01-01,5.92525137041092,-2.36108572327859,32.092513602143,24.6186193981779,4667346414521.95,9.67024588602851,4.59
CN,China,2009-01-01,-0.728165250932898,5.39639019800592,24.3307718125403,20.0889926205716,5189577094997.58,9.40269972778044,4.72
CN,China,2010-01-01,3.17532475269199,-1.04598657931298,26.7227451502469,23.1313270836509,6192564874453.29,10.5962719761682,4.53
CN,China,2011-01-01,5.55389892257493,-1.34800592549109,26.1518828948759,23.7939443304884,7671757207851.29,9.4613358870736,4.55
CN,China,2012-01-01,2.61952432645541,3.51038465814056,25.07670432956,22.4035087488717,8673664713189.24,7.85617427055587,4.58
CN,China,2013-01-01,2.62105001748115,3.61884518177429,24.1633430905854,21.7526982889717,9743124247267.24,7.77872409446717,4.6
CN,China,2014-01-01,1.92164162788521,4.46024340812095,23.0719766947263,20.9964797865269,10674533168257.4,7.46190028229434,4.63
CN,China,2015-01-01,1.43702380935655,4.20696426973205,20.9390642234326,17.7581206128298,11280814787468.9,6.97878002657477,4.65
CN,China,2016-01-01,2.00000182191943,2.83073632160298,19.2036507365412,16.9735199564368,11456024084962.0,6.77555562837017,4.56
CN,China,2017-01-01,1.59313600071436,0.19585733630837,19.3356301657728,17.6152224500872,12537559062282.9,6.8912663621211,4.47
CN,China,2018-01-01,2.07479039965576,0.852537111572747,18.770519802938,18.1238645885338,14147765772963.8,6.75671800166833,4.31
CN,China,2019-01-01,2.89923416358227,2.99509285161556,18.0557069597496,17.1437133141341,14560167101283.4,6.06850235053705,4.56
CN,China,2020-01-01,2.41942189457782,3.79985989492251,18.2035821684822,15.8353686179759,14996414166715.1,2.34018843078414,5.0
CN,China,2021-01-01,0.981015135544882,-0.118557234530241,19.5262422245091,16.9944489517585,18201698719564.0,8.57008513166322,4.55
CN,China,2022-01-01,1.97357555739051,2.36988583421333,20.2977316914005,17.1429881849654,18316765021690.2,3.1341888719577,4.98
CN,China,2023-01-01,0.234836828893051,4.88038486696444,19.102471716101,17.0027206530128,18270356654533.2,5.41484330099675,4.67
CN,China,2024-01-01,0.218128938439177,5.09321925687914,20.0229166362049,17.1755035026016,18743803170827.2,4.9773565917572,4.59
